lado_rebatimento, lado_arremesso, peso_jogador, altura_jogador, pais_origem
Direito, Esquerdo, 81.72, 185.42, USA
Esquerdo, Direito, 90.8, 190.5, USA
Direito, Direito, 79.45, 182.88, USA
Esquerdo, Esquerdo, 80.81, 180.34, USA
Direito, Direito, 86.26, 195.58, USA
Direito, Direito, 79.45, 193.04, USA
Esquerdo, Esquerdo, 68.1, 177.8, USA
Esquerdo, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 79.45, 185.42, Australia
Direito, Direito, 83.99, 185.42, USA
Esquerdo, , 93.07, 187.96, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Direito, 90.8, 190.5, USA
Esquerdo, Esquerdo, 74.0, 193.04, USA
Esquerdo, Esquerdo, 86.26, 180.34, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 86.26, 185.42, USA
Esquerdo, Esquerdo, 74.91, 180.34, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 102.15, 193.04, USA
Direito, Direito, 101.24, 193.04, USA
Direito, Direito, 95.34, 190.5, USA
Esquerdo, Direito, 83.99, 185.42, USA
Direito, Direito, 95.34, 193.04, USA
Esquerdo, Esquerdo, 95.34, 187.96, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 88.53, 193.04, USA
Direito, , 81.72, 187.96, USA
Direito, Direito, 88.53, 193.04, USA
Direito, Direito, 95.34, 187.96, USA
Direito, Direito, 99.88, 190.5, USA
Direito, Direito, 74.91, 175.26, P.R.
Direito, Direito, 97.61, 193.04, USA
Esquerdo, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 70.37, 182.88, P.R.
Direito, Direito, 81.72, 177.8, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Esquerdo, 86.26, 187.96, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 95.34, 185.42, USA
Esquerdo, Direito, 102.15, 187.96, USA
Direito, Direito, 97.61, 195.58, USA
Direito, Direito, 83.99, 187.96, USA
Esquerdo, Esquerdo, 74.91, 190.5, D.R.
Esquerdo, Esquerdo, 81.72, 193.04, USA
Direito, Direito, 99.88, 185.42, USA
Direito, Direito, 88.53, 187.96, USA
Direito, , 81.72, 187.96, USA
Direito, Direito, 79.45, 177.8, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 84.9, 187.96, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 86.26, 187.96, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Esquerdo, 83.99, 182.88, USA
Direito, Esquerdo, 90.8, 187.96, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 88.53, 185.42, USA
Direito, Direito, 84.44, 190.5, USA
Direito, , 72.64, 177.8, USA
Direito, Direito, 88.53, 182.88, USA
Esquerdo, Esquerdo, 95.34, 193.04, USA
Direito, Direito, 93.07, 193.04, USA
Direito, , 63.56, 177.8, V.I.
Direito, Direito, 81.72, 180.34, USA
Direito, Esquerdo, 86.26, 190.5, USA
Direito, , 79.45, 180.34, USA
Direito, Direito, 74.91, 187.96, USA
Esquerdo, Esquerdo, 81.72, 182.88, Cuba
Esquerdo, Esquerdo, 97.61, 193.04, USA
Direito, Direito, 79.45, 182.88, D.R.
Direito, , 86.26, 182.88, USA
Direito, Esquerdo, 86.26, 187.96, USA
Direito, Direito, 74.91, 182.88, D.R.
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 88.53, 185.42, USA
Direito, , 79.45, 180.34, USA
Direito, Direito, 81.72, 185.42, P.R.
Direito, Direito, 83.54, 182.88, USA
Esquerdo, Esquerdo, 99.88, 193.04, USA
Direito, Direito, 79.45, 190.5, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 78.09, 175.26, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 77.18, 182.88, D.R.
Direito, Direito, 70.37, 182.88, P.R.
Direito, Direito, 90.8, 200.66, USA
Esquerdo, Esquerdo, 86.26, 185.42, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 97.61, 195.58, USA
Esquerdo, Esquerdo, 86.26, 185.42, USA
Direito, Direito, 79.45, 187.96, USA
Esquerdo, Direito, 90.8, 193.04, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 88.53, 193.04, USA
Direito, Direito, 86.26, 187.96, USA
Esquerdo, Esquerdo, 83.99, 177.8, USA
Direito, , 68.1, 170.18, P.R.
Esquerdo, Esquerdo, 72.64, 172.72, D.R.
Direito, Direito, 86.26, 177.8, USA
Esquerdo, , 77.18, 182.88, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 97.61, 190.5, USA
Direito, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 70.37, 182.88, USA
Direito, Direito, 102.15, 193.04, USA
Direito, Direito, 86.26, 198.12, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 92.16, 190.5, USA
Esquerdo, Esquerdo, 77.18, 180.34, USA
Direito, Direito, 79.45, 190.5, D.R.
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 87.62, 185.42, Venezuela
Direito, Direito, 93.07, 187.96, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 95.34, 198.12, USA
Direito, Direito, 86.26, 182.88, USA
Esquerdo, Esquerdo, 79.45, 182.88, USA
Direito, Direito, 70.37, 182.88, Venezuela
Direito, Direito, 93.07, 187.96, USA
Direito, Direito, 77.18, 187.96, USA
Esquerdo, Esquerdo, 70.37, 172.72, D.R.
Esquerdo, Esquerdo, 83.99, 182.88, USA
Direito, Direito, 77.18, 182.88, USA
Esquerdo, Direito, 102.15, 198.12, USA
Direito, Esquerdo, 79.45, 182.88, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 79.45, 187.96, USA
Esquerdo, Esquerdo, 78.54, 180.34, Venezuela
Direito, Direito, 95.34, 187.96, USA
Direito, Esquerdo, 79.45, 187.96, CAN
Esquerdo, Esquerdo, 81.72, 187.96, USA
Esquerdo, Esquerdo, 88.53, 190.5, USA
Direito, Direito, 93.07, 193.04, USA
Direito, Direito, 81.72, 187.96, Venezuela
Direito, Direito, 93.07, 190.5, USA
Direito, Direito, 77.18, 185.42, USA
Esquerdo, Esquerdo, 78.09, 187.96, USA
Esquerdo, Esquerdo, 95.34, 190.5, USA
Direito, , 88.53, 190.5, USA
Direito, Direito, 93.07, 187.96, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 90.8, 195.58, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 81.72, 177.8, USA
Direito, , 72.64, 177.8, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 83.99, 190.5, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 86.26, 193.04, USA
Esquerdo, Esquerdo, 79.45, 185.42, USA
Esquerdo, Esquerdo, 70.37, 182.88, USA
Direito, Direito, 79.45, 180.34, USA
Direito, , 74.91, 177.8, USA
Direito, Direito, 83.99, 190.5, USA
Direito, , 83.99, 185.42, USA
Direito, Direito, 72.64, 175.26, USA
Esquerdo, Esquerdo, 84.9, 190.5, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 90.8, 187.96, USA
Esquerdo, Esquerdo, 95.34, 190.5, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Direito, 72.64, 180.34, D.R.
Direito, , 83.99, 187.96, Honduras
Esquerdo, Esquerdo, 72.64, 177.8, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 86.26, 187.96, USA
Direito, , 79.45, 182.88, USA
Direito, , 90.8, 182.88, USA
Direito, , 77.18, 177.8, USA
Direito, Esquerdo, 86.26, 185.42, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 90.8, 190.5, USA
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 97.61, 200.66, USA
Esquerdo, Esquerdo, 97.61, 195.58, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 81.72, 187.96, Panama
Direito, Direito, 83.99, 180.34, USA
Esquerdo, Esquerdo, 93.07, 190.5, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 93.07, 190.5, USA
Direito, Direito, 86.26, 193.04, USA
Esquerdo, Esquerdo, 77.18, 177.8, USA
Esquerdo, Esquerdo, 90.8, 182.88, USA
Esquerdo, Esquerdo, 79.45, 182.88, USA
Direito, Direito, 95.34, 193.04, USA
Direito, Direito, 83.99, 190.5, USA
Direito, Direito, 85.81, 187.96, USA
Direito, Direito, 83.99, 182.88, USA
Direito, , 74.91, 177.8, D.R.
Direito, Direito, 70.37, 180.34, P.R.
Direito, Direito, 77.18, 177.8, USA
Esquerdo, , 85.35, 182.88, USA
Direito, , 79.45, 180.34, USA
Esquerdo, Esquerdo, 74.91, 177.8, USA
Direito, Direito, 77.18, 177.8, USA
Direito, Direito, 88.53, 182.88, USA
Direito, Esquerdo, 77.18, 177.8, USA
Direito, Direito, 81.72, 193.04, D.R.
Direito, Direito, 74.91, 190.5, Mexico
Direito, , 93.07, 182.88, USA
Direito, Direito, 79.45, 187.96, USA
Direito, Direito, 86.26, 193.04, USA
Direito, , 79.45, 180.34, USA
Direito, Direito, 78.09, 182.88, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Esquerdo, 81.72, 187.96, USA
Direito, Direito, 97.61, 190.5, USA
Esquerdo, Esquerdo, 95.34, 200.66, USA
Esquerdo, Esquerdo, 81.72, 187.96, USA
Esquerdo, Direito, 77.18, 182.88, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 86.26, 185.42, USA
Esquerdo, Esquerdo, 90.8, 185.42, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 74.91, 182.88, USA
Direito, Direito, 77.18, 190.5, D.R.
Direito, Direito, 99.88, 190.5, USA
Direito, , 95.34, 193.04, Cuba
Esquerdo, Esquerdo, 81.72, 190.5, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Esquerdo, 90.8, 185.42, USA
Direito, Direito, 77.18, 175.26, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 65.83, 177.8, P.R.
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 77.18, 190.5, USA
Direito, Direito, 102.15, 193.04, USA
Direito, Direito, 83.99, 185.42, USA
Esquerdo, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 86.26, 190.5, USA
Esquerdo, Esquerdo, 86.26, 185.42, USA
Direito, Direito, 83.99, 193.04, USA
Esquerdo, Esquerdo, 90.8, 187.96, USA
Direito, Direito, 81.72, 195.58, USA
Direito, Direito, 79.45, 187.96, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 88.53, 190.5, Cuba
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Direito, 79.45, 187.96, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 79.45, 177.8, Venezuela
Esquerdo, Esquerdo, 77.18, 185.42, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 118.04, 190.5, USA
Direito, Direito, 78.09, 193.04, Venezuela
Direito, Direito, 72.64, 182.88, D.R.
Direito, Direito, 86.26, 187.96, P.R.
Direito, Direito, 81.72, 180.34, Mexico
Direito, Direito, 86.26, 187.96, USA
Direito, Esquerdo, 88.53, 190.5, USA
Direito, Esquerdo, 83.99, 182.88, USA
Direito, Direito, 93.07, 190.5, USA
Direito, Direito, 95.34, 187.96, USA
Direito, Direito, 99.88, 203.2, USA
Esquerdo, Esquerdo, 79.45, 177.8, USA
Esquerdo, Direito, 93.07, 190.5, USA
Esquerdo, Direito, 74.91, 182.88, USA
Direito, Direito, 80.36, 185.42, D.R.
Direito, Direito, 81.72, 180.34, D.R.
Direito, Direito, 90.8, 193.04, USA
Direito, Direito, 81.72, 190.5, Jamaica
Direito, Direito, 81.72, 180.34, USA
Direito, , 83.54, 182.88, P.R.
Direito, , 79.45, 180.34, USA
Direito, , 74.91, 175.26, P.R.
Direito, Direito, 72.64, 182.88, USA
Direito, Direito, 74.91, 180.34, Venezuela
Direito, Direito, 86.26, 185.42, USA
Esquerdo, Esquerdo, 86.26, 187.96, USA
Esquerdo, Esquerdo, 72.64, 187.96, D.R.
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 88.53, 185.42, USA
Direito, Direito, 88.53, 185.42, USA
Esquerdo, Esquerdo, 88.53, 182.88, Cuba
Direito, , 72.64, 182.88, Venezuela
Direito, Direito, 93.07, 190.5, USA
Esquerdo, Esquerdo, 93.07, 193.04, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 84.44, 187.96, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Esquerdo, 81.72, 185.42, USA
Direito, Direito, 86.26, 187.96, USA
Esquerdo, Esquerdo, 84.44, 182.88, USA
Esquerdo, Esquerdo, 81.72, 190.5, USA
Direito, Direito, 99.88, 190.5, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 99.88, 195.58, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 88.98, 185.42, USA
Direito, Direito, 83.99, 193.04, USA
Direito, Esquerdo, 93.07, 190.5, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Esquerdo, 79.45, 175.26, USA
Esquerdo, Esquerdo, 90.8, 180.34, Mexico
Direito, Direito, 95.34, 185.42, USA
Direito, Esquerdo, 104.42, 193.04, USA
Direito, , 71.28, 175.26, USA
Direito, Esquerdo, 86.26, 180.34, USA
Direito, Direito, 88.53, 190.5, USA
Esquerdo, Esquerdo, 77.18, 175.26, Cuba
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 81.72, 182.88, USA
Esquerdo, Esquerdo, 95.34, 193.04, USA
Direito, Direito, 98.52, 198.12, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 95.34, 195.58, USA
Direito, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 90.8, 190.5, USA
Esquerdo, Esquerdo, 95.34, 195.58, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Esquerdo, 78.09, 177.8, USA
Esquerdo, Esquerdo, 90.8, 190.5, USA
Direito, Direito, 86.26, 187.96, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 93.07, 190.5, USA
Direito, , 88.53, 180.34, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 77.18, 182.88, Venezuela
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 88.53, 182.88, USA
Esquerdo, Esquerdo, 86.26, 185.42, USA
Direito, Esquerdo, 74.91, 193.04, D.R.
Esquerdo, Esquerdo, 80.36, 177.8, Venezuela
Esquerdo, , 88.53, 190.5, USA
Direito, Esquerdo, 81.72, 177.8, USA
Direito, Direito, 81.72, 185.42, USA
Direito, , 97.61, 193.04, USA
Direito, Esquerdo, 88.53, 177.8, USA
Esquerdo, Esquerdo, 86.26, 185.42, USA
Direito, Direito, 79.45, 195.58, Venezuela
Esquerdo, , 68.1, 170.18, USA
Direito, , 86.26, 185.42, D.R.
Direito, Direito, 95.34, 193.04, USA
Direito, Esquerdo, 81.72, 190.5, USA
Esquerdo, Direito, 90.8, 193.04, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Esquerdo, 83.99, 190.5, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 86.26, 180.34, USA
Direito, Direito, 90.8, 193.04, USA
Esquerdo, Esquerdo, 93.07, 193.04, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 97.61, 190.5, USA
Direito, Direito, 95.34, 198.12, USA
Direito, Direito, 99.88, 195.58, USA
Direito, Direito, 104.42, 198.12, USA
Esquerdo, Esquerdo, 86.26, 182.88, USA
Direito, , 74.91, 175.26, USA
Direito, Direito, 93.07, 195.58, USA
Direito, Esquerdo, 88.53, 177.8, USA
Direito, Direito, 93.07, 195.58, D.R.
Direito, Direito, 74.91, 180.34, Mexico
Esquerdo, Esquerdo, 89.89, 190.5, USA
Direito, Direito, 86.26, 177.8, USA
Direito, Direito, 72.64, 175.26, USA
Direito, Esquerdo, 104.42, 195.58, USA
Direito, Direito, 79.45, 195.58, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Esquerdo, 81.72, 180.34, USA
Direito, , 83.99, 185.42, USA
Esquerdo, Esquerdo, 93.07, 195.58, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 77.18, 187.96, USA
Esquerdo, Esquerdo, 83.99, 190.5, USA
Direito, Esquerdo, 97.61, 187.96, USA
Direito, , 88.53, 185.42, USA
Direito, , 86.26, 187.96, USA
Esquerdo, Direito, 102.15, 208.28, USA
Direito, Direito, 79.45, 182.88, Venezuela
Esquerdo, Esquerdo, 93.07, 193.04, CAN
Direito, , 75.82, 177.8, USA
Direito, Direito, 99.88, 193.04, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Direito, 90.8, 193.04, USA
Direito, Direito, 81.72, 182.88, USA
Esquerdo, Esquerdo, 93.07, 198.12, USA
Esquerdo, Esquerdo, 95.34, 182.88, D.R.
Direito, Direito, 90.8, 195.58, P.R.
Esquerdo, Esquerdo, 88.53, 190.5, USA
Direito, , 81.72, 175.26, Venezuela
Esquerdo, Esquerdo, 79.45, 187.96, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 88.53, 180.34, USA
Direito, Direito, 86.26, 180.34, USA
Direito, Direito, 74.91, 182.88, D.R.
Esquerdo, Esquerdo, 88.53, 185.42, USA
Esquerdo, Esquerdo, 90.8, 185.42, USA
Direito, Esquerdo, 86.26, 187.96, USA
Esquerdo, Esquerdo, 83.99, 190.5, USA
Direito, Direito, 77.18, 177.8, USA
Esquerdo, Esquerdo, 77.18, 175.26, USA
Esquerdo, Esquerdo, 90.8, 190.5, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Esquerdo, 90.8, 187.96, USA
Esquerdo, Esquerdo, 90.8, 182.88, USA
Direito, Direito, 81.72, 185.42, USA
Esquerdo, Esquerdo, 83.99, 180.34, USA
Direito, Esquerdo, 91.25, 193.04, USA
Direito, Direito, 88.53, 182.88, USA
Direito, Direito, 70.37, 177.8, D.R.
Direito, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 77.18, 177.8, P.R.
Direito, , 77.18, 182.88, D.R.
Esquerdo, Direito, 77.18, 175.26, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Esquerdo, 83.99, 185.42, USA
Direito, Direito, 95.34, 187.96, USA
Direito, Direito, 77.18, 185.42, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 79.45, 187.96, USA
Esquerdo, Esquerdo, 88.53, 190.5, USA
Direito, Direito, 90.8, 193.04, USA
Direito, Direito, 97.61, 193.04, USA
Direito, Esquerdo, 97.61, 190.5, USA
Esquerdo, Esquerdo, 88.53, 185.42, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Esquerdo, 83.99, 187.96, USA
Direito, , 77.18, 182.88, USA
Direito, Direito, 88.53, 185.42, USA
Direito, Direito, 95.34, 198.12, USA
Direito, Direito, 81.72, 187.96, USA
Esquerdo, Esquerdo, 88.53, 187.96, USA
Direito, Direito, 80.81, 187.96, USA
Direito, Direito, 74.91, 182.88, D.R.
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 77.18, 177.8, USA
Direito, Direito, 95.34, 193.04, P.R.
Direito, , 90.8, 187.96, USA
Direito, Direito, 90.8, 182.88, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 81.72, 190.5, USA
Direito, Direito, 79.45, 190.5, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Esquerdo, 90.8, 180.34, USA
Direito, , 77.18, 187.96, USA
Direito, Direito, 79.45, 187.96, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 83.99, 182.88, Germany
Direito, Direito, 97.61, 190.5, USA
Direito, Direito, 88.53, 193.04, USA
Direito, Direito, 81.72, 190.5, USA
Direito, Direito, 88.53, 193.04, D.R.
Esquerdo, Esquerdo, 79.45, 185.42, Venezuela
Esquerdo, Direito, 87.17, 193.04, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 89.89, 182.88, USA
Esquerdo, Esquerdo, 88.53, 187.96, USA
Direito, Direito, 83.99, 190.5, USA
Direito, Direito, 95.34, 190.5, USA
Esquerdo, Esquerdo, 95.34, 193.04, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 95.34, 187.96, USA
Direito, Direito, 88.53, 195.58, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 88.53, 182.88, USA
Esquerdo, Esquerdo, 91.71, 187.96, USA
Direito, Direito, 106.69, 198.12, USA
Direito, , 72.64, 185.42, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Esquerdo, 83.99, 187.96, CAN
Direito, Esquerdo, 70.37, 170.18, USA
Esquerdo, Esquerdo, 74.91, 177.8, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Esquerdo, 86.26, 187.96, USA
Direito, Direito, 88.53, 185.42, USA
Direito, Direito, 77.18, 185.42, USA
Esquerdo, Esquerdo, 83.99, 187.96, USA
Direito, Direito, 86.26, 180.34, USA
Direito, Direito, 90.8, 193.04, Curacao
Esquerdo, Esquerdo, 86.26, 185.42, USA
Direito, Esquerdo, 86.26, 180.34, USA
Direito, Direito, 79.45, 190.5, D.R.
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 79.45, 190.5, P.R.
Direito, Direito, 83.99, 175.26, USA
Direito, Direito, 86.26, 187.96, Germany
Direito, Direito, 90.8, 193.04, USA
Esquerdo, Direito, 83.99, 182.88, Mexico
Direito, , 77.18, 180.34, USA
Direito, Esquerdo, 86.26, 185.42, USA
Direito, Direito, 83.99, 177.8, USA
Direito, Esquerdo, 86.26, 185.42, USA
Esquerdo, Esquerdo, 93.07, 195.58, USA
Esquerdo, Esquerdo, 72.64, 182.88, USA
Direito, Direito, 97.61, 190.5, USA
Direito, Direito, 99.88, 193.04, USA
Esquerdo, Esquerdo, 90.8, 190.5, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 96.25, 200.66, USA
Direito, Direito, 79.45, 180.34, USA
Direito, , 78.09, 180.34, D.R.
Esquerdo, Esquerdo, 86.26, 187.96, USA
Esquerdo, Esquerdo, 86.26, 182.88, USA
Esquerdo, Esquerdo, 88.53, 185.42, USA
Direito, Direito, 74.91, 175.26, Venezuela
Direito, Direito, 95.34, 187.96, USA
Direito, Direito, 83.99, 177.8, USA
Direito, Direito, 80.36, 190.5, USA
Direito, Direito, 81.72, 190.5, USA
Direito, Esquerdo, 88.53, 187.96, USA
Direito, Direito, 83.99, 190.5, USA
Esquerdo, Esquerdo, 99.88, 195.58, USA
Direito, Direito, 93.07, 182.88, USA
Direito, Esquerdo, 88.53, 187.96, USA
Direito, , 68.1, 185.42, D.R.
Direito, Direito, 87.17, 185.42, USA
Direito, Direito, 94.43, 193.04, USA
Direito, Direito, 102.15, 195.58, USA
Esquerdo, Esquerdo, 83.99, 195.58, USA
Direito, Esquerdo, 83.99, 185.42, USA
Direito, , 95.34, 195.58, USA
Direito, Esquerdo, 93.07, 195.58, USA
Esquerdo, Esquerdo, 83.99, 187.96, USA
Direito, Esquerdo, 90.8, 193.04, USA
Direito, Direito, 93.07, 190.5, USA
Esquerdo, Esquerdo, 79.45, 185.42, USA
Direito, Direito, 77.18, 185.42, USA
Direito, , 81.72, 187.96, USA
Direito, Esquerdo, 77.18, 185.42, USA
Direito, Direito, 104.42, 190.5, USA
Esquerdo, Esquerdo, 86.26, 190.5, USA
Esquerdo, Direito, 83.99, 187.96, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 83.99, 190.5, USA
Esquerdo, Esquerdo, 95.34, 187.96, USA
Esquerdo, Direito, 79.45, 182.88, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 81.72, 190.5, USA
Direito, , 88.53, 185.42, USA
Direito, Direito, 72.64, 172.72, USA
Direito, Direito, 86.26, 185.42, USA
Direito, , 74.91, 180.34, P.R.
Direito, Direito, 90.8, 187.96, USA
Esquerdo, Esquerdo, 88.53, 187.96, USA
Direito, Direito, 74.91, 180.34, D.R.
Direito, Direito, 68.1, 182.88, D.R.
Direito, Direito, 83.99, 180.34, Venezuela
Direito, Direito, 88.53, 187.96, USA
Esquerdo, Esquerdo, 90.8, 177.8, USA
Direito, , 70.37, 177.8, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Esquerdo, 79.45, 185.42, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 86.26, 180.34, USA
Esquerdo, Esquerdo, 79.45, 185.42, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 86.26, 190.5, USA
Esquerdo, , 77.18, 185.42, USA
Direito, Esquerdo, 93.07, 190.5, USA
Direito, , 77.18, 180.34, USA
Direito, Direito, 93.07, 190.5, USA
Esquerdo, Esquerdo, 81.72, 185.42, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 86.26, 187.96, USA
Direito, Direito, 74.91, 175.26, USA
Direito, Direito, 99.88, 185.42, P.R.
Direito, Direito, 86.26, 182.88, USA
Direito, Esquerdo, 93.07, 190.5, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 86.26, 182.88, USA
Esquerdo, Esquerdo, 95.34, 195.58, USA
Esquerdo, Esquerdo, 81.72, 193.04, USA
Direito, Direito, 99.88, 193.04, USA
Esquerdo, Esquerdo, 86.26, 187.96, USA
Direito, Direito, 93.07, 187.96, USA
Direito, Direito, 99.88, 193.04, USA
Direito, , 81.72, 182.88, P.R.
Direito, Esquerdo, 90.8, 190.5, USA
Esquerdo, Esquerdo, 88.53, 190.5, USA
Esquerdo, Esquerdo, 83.99, 177.8, USA
Direito, Direito, 83.99, 190.5, USA
Esquerdo, Esquerdo, 93.07, 190.5, USA
Direito, , 90.8, 187.96, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 81.72, 185.42, USA
Direito, , 95.34, 190.5, USA
Esquerdo, Esquerdo, 90.8, 193.04, USA
Direito, Direito, 78.09, 180.34, Venezuela
Direito, Direito, 86.26, 187.96, USA
Esquerdo, Esquerdo, 86.26, 185.42, USA
Esquerdo, Esquerdo, 93.07, 193.04, USA
