lado_rebatimento, lado_arremesso, peso_jogador, altura_jogador, pais_origem
Direito, Direito, 87.62, 187.96, USA
Esquerdo, Esquerdo, 83.99, 180.34, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 72.64, 177.8, USA
Direito, Direito, 88.53, 193.04, USA
Esquerdo, None, 93.07, 182.88, USA
Direito, Direito, 81.72, 185.42, Mexico
Direito, Esquerdo, 79.45, 185.42, V.I.
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 81.72, 180.34, USA
Esquerdo, Direito, 88.53, 195.58, USA
Esquerdo, Esquerdo, 86.26, 177.8, USA
Direito, Direito, 86.26, 177.8, USA
Direito, Direito, 79.9, 177.8, USA
Direito, Esquerdo, 83.08, 180.34, USA
Direito, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 93.07, 190.5, USA
Direito, Direito, 79.45, 190.5, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 88.53, 182.88, USA
Direito, Direito, 72.64, 177.8, Cuba
Esquerdo, Esquerdo, 90.8, 185.42, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Esquerdo, 90.8, 190.5, USA
Esquerdo, Direito, 81.72, 177.8, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 83.99, 187.96, Mexico
Direito, Direito, 83.99, 180.34, P.R.
Esquerdo, Esquerdo, 79.45, 182.88, USA
Direito, Direito, 67.19, 165.1, USA
Direito, Direito, 97.16, 190.5, USA
Direito, Direito, 74.91, 187.96, USA
Direito, Esquerdo, 90.8, 195.58, USA
Esquerdo, Esquerdo, 68.1, 182.88, USA
Direito, Direito, 83.99, 190.5, USA
Esquerdo, Esquerdo, 88.53, 190.5, USA
Direito, Esquerdo, 79.45, 182.88, USA
Direito, None, 93.07, 190.5, USA
Esquerdo, Esquerdo, 86.26, 185.42, USA
Direito, Esquerdo, 79.45, 187.96, USA
Direito, Direito, 86.26, 185.42, USA
Esquerdo, Esquerdo, 90.8, 185.42, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Esquerdo, 89.89, 177.8, USA
Esquerdo, Direito, 88.53, 182.88, USA
Direito, Esquerdo, 95.34, 187.96, USA
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 85.35, 182.88, USA
Direito, Direito, 97.61, 190.5, USA
Direito, Direito, 90.8, 190.5, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 93.07, 190.5, Panama
Direito, Esquerdo, 86.26, 182.88, USA
Direito, None, 97.61, 195.58, USA
Esquerdo, Esquerdo, 99.88, 193.04, USA
Esquerdo, Esquerdo, 83.99, 182.88, USA
Direito, Direito, 80.36, 187.96, Mexico
Direito, Direito, 93.07, 187.96, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 74.91, 177.8, D.R.
Direito, Direito, 86.26, 182.88, USA
Esquerdo, Esquerdo, 74.91, 177.8, USA
Direito, Direito, 81.72, 177.8, USA
Direito, None, 86.26, 185.42, USA
Esquerdo, Esquerdo, 83.99, 182.88, USA
Direito, Esquerdo, 83.99, 180.34, USA
Direito, Esquerdo, 90.8, 180.34, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 83.08, 187.96, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 95.34, 187.96, USA
Esquerdo, Esquerdo, 88.53, 187.96, USA
Esquerdo, Esquerdo, 88.53, 185.42, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 90.8, 190.5, USA
Esquerdo, Esquerdo, 97.61, 190.5, USA
Esquerdo, Esquerdo, 88.53, 182.88, USA
Direito, Esquerdo, 81.72, 180.34, USA
Direito, Direito, 88.53, 185.42, USA
Direito, Esquerdo, 93.07, 182.88, USA
Direito, Direito, 73.55, 175.26, P.R.
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 97.61, 190.5, USA
Direito, Direito, 86.26, 193.04, USA
Esquerdo, Esquerdo, 95.34, 182.88, American Samoa
Direito, Direito, 81.72, 185.42, USA
Direito, None, 70.37, 175.26, USA
Esquerdo, Esquerdo, 88.53, 182.88, USA
Direito, Direito, 93.07, 193.04, USA
Direito, Direito, 84.9, 182.88, USA
Direito, Esquerdo, 86.26, 187.96, USA
Esquerdo, Esquerdo, 79.45, 182.88, USA
Direito, None, 87.62, 180.34, USA
Esquerdo, Esquerdo, 88.53, 182.88, USA
Direito, Esquerdo, 88.53, 185.42, USA
Esquerdo, Direito, 83.99, 182.88, USA
Direito, Direito, 79.45, 182.88, USA
Direito, None, 86.26, 182.88, USA
Direito, Direito, 74.91, 177.8, USA
Direito, None, 79.45, 182.88, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Esquerdo, 88.53, 193.04, USA
Direito, Direito, 74.91, 177.8, P.R.
Direito, Direito, 93.07, 195.58, USA
Direito, Direito, 81.72, 185.42, USA
Direito, None, 93.07, 187.96, USA
Direito, Direito, 77.18, 182.88, D.R.
Esquerdo, None, 74.91, 180.34, USA
Esquerdo, Esquerdo, 95.34, 187.96, USA
Direito, Direito, 83.99, 177.8, USA
Direito, Direito, 83.99, 190.5, P.R.
Direito, Direito, 83.99, 180.34, P.R.
Direito, Direito, 97.61, 193.04, USA
Direito, Direito, 83.99, 187.96, D.R.
Direito, Direito, 77.18, 182.88, USA
Direito, None, 71.73, 177.8, USA
Direito, Direito, 93.07, 190.5, USA
Direito, Direito, 95.34, 190.5, USA
Direito, Direito, 97.61, 193.04, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 90.8, 182.88, USA
Direito, Direito, 86.26, 193.04, USA
Direito, Direito, 79.45, 190.5, USA
Direito, None, 85.35, 187.96, USA
Direito, Direito, 86.26, 185.42, USA
Esquerdo, Esquerdo, 88.53, 187.96, USA
Direito, Direito, 79.45, 180.34, USA
Esquerdo, Direito, 79.45, 190.5, CAN
Direito, Direito, 86.26, 177.8, USA
Direito, Direito, 90.8, 190.5, USA
Direito, Direito, 80.81, 182.88, Cuba
Direito, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 89.89, 187.96, USA
Direito, Direito, 83.99, 185.42, USA
Esquerdo, Esquerdo, 74.91, 182.88, D.R.
Direito, Direito, 90.8, 187.96, USA
Direito, Esquerdo, 90.8, 187.96, USA
Direito, Direito, 83.99, 185.42, D.R.
Direito, Direito, 81.72, 185.42, USA
Direito, Esquerdo, 88.53, 185.42, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Direito, 76.27, 177.8, USA
Esquerdo, Esquerdo, 88.53, 185.42, USA
Direito, Esquerdo, 86.26, 182.88, USA
Direito, Direito, 95.34, 195.58, USA
Direito, Direito, 83.99, 193.04, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Esquerdo, 79.45, 187.96, USA
Esquerdo, Esquerdo, 86.26, 180.34, USA
Esquerdo, None, 83.99, 187.96, USA
Direito, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 102.15, 187.96, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 93.07, 187.96, USA
Esquerdo, Esquerdo, 78.09, 180.34, USA
Direito, Direito, 86.26, 182.88, USA
Esquerdo, Direito, 83.99, 180.34, USA
Direito, Direito, 86.26, 187.96, Mexico
Direito, Direito, 91.71, 182.88, USA
Direito, Direito, 85.35, 193.04, USA
Direito, Direito, 83.99, 182.88, USA
Esquerdo, Esquerdo, 68.1, 172.72, Venezuela
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Esquerdo, 81.72, 180.34, USA
Direito, Direito, 81.72, 185.42, USA
Esquerdo, Esquerdo, 72.64, 175.26, USA
Direito, Direito, 72.64, 185.42, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 86.26, 177.8, USA
Esquerdo, Direito, 93.07, 187.96, USA
Direito, Direito, 97.61, 193.04, USA
Direito, Direito, 93.07, 190.5, USA
Direito, Direito, 88.53, 195.58, USA
Direito, Direito, 86.26, 185.42, USA
Esquerdo, Esquerdo, 93.07, 190.5, USA
Direito, Direito, 81.72, 185.42, USA
Esquerdo, Esquerdo, 85.35, 177.8, USA
Direito, Direito, 104.42, 195.58, USA
Direito, Direito, 74.91, 187.96, CAN
Esquerdo, Esquerdo, 81.72, 185.42, USA
Direito, Direito, 99.88, 190.5, USA
Direito, Direito, 93.07, 193.04, USA
Esquerdo, Esquerdo, 88.53, 190.5, USA
Direito, Direito, 93.07, 193.04, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 82.63, 182.88, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 86.26, 182.88, USA
Esquerdo, None, 85.81, 182.88, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Esquerdo, 81.72, 177.8, USA
Direito, Direito, 90.8, 193.04, USA
Direito, Direito, 77.18, 185.42, USA
Direito, Direito, 86.26, 180.34, USA
Direito, None, 77.18, 177.8, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Esquerdo, 88.53, 190.5, USA
Direito, Direito, 95.34, 187.96, USA
Esquerdo, None, 84.9, 185.42, USA
Direito, Direito, 90.8, 195.58, USA
Direito, Direito, 97.61, 185.42, USA
Direito, Esquerdo, 72.64, 180.34, USA
Direito, Direito, 99.88, 193.04, USA
Direito, Direito, 74.91, 172.72, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 72.64, 182.88, P.R.
Direito, Direito, 87.17, 177.8, USA
Direito, Esquerdo, 78.54, 180.34, USA
Direito, Direito, 85.81, 177.8, USA
Direito, Direito, 86.26, 187.96, USA
Direito, Esquerdo, 86.26, 187.96, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 79.45, 182.88, USA
Esquerdo, Esquerdo, 77.18, 177.8, USA
Direito, Direito, 99.88, 195.58, USA
Direito, Direito, 76.27, 182.88, P.R.
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 70.37, 175.26, P.R.
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 79.45, 177.8, USA
Direito, Esquerdo, 97.61, 193.04, USA
Direito, Direito, 70.37, 177.8, P.R.
Direito, Esquerdo, 88.98, 182.88, USA
Direito, Direito, 79.45, 182.88, USA
Direito, Direito, 77.18, 185.42, USA
Esquerdo, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 90.8, 187.96, USA
Direito, None, 86.26, 187.96, USA
Direito, Direito, 86.26, 195.58, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Esquerdo, 83.99, 190.5, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 86.26, 187.96, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 72.64, 180.34, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Esquerdo, 88.53, 185.42, USA
Direito, Esquerdo, 88.53, 185.42, USA
Direito, Direito, 74.91, 177.8, USA
Direito, Esquerdo, 77.18, 170.18, USA
Direito, Direito, 77.18, 180.34, USA
Direito, Esquerdo, 95.34, 187.96, USA
Direito, Direito, 88.53, 185.42, USA
Esquerdo, Esquerdo, 81.72, 187.96, USA
Direito, Direito, 80.81, 177.8, P.R.
Direito, Esquerdo, 97.61, 190.5, USA
Direito, Esquerdo, 89.44, 187.96, United Kingdom
Direito, Direito, 86.26, 187.96, USA
Direito, Direito, 83.08, 185.42, USA
Direito, Direito, 85.35, 187.96, USA
Direito, Direito, 90.8, 190.5, USA
Direito, None, 78.09, 177.8, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Esquerdo, 99.88, 193.04, USA
Direito, Direito, 93.07, 182.88, USA
Esquerdo, Esquerdo, 74.91, 187.96, USA
Esquerdo, Esquerdo, 83.99, 182.88, USA
Direito, Direito, 88.53, 190.5, USA
Direito, None, 81.72, 180.34, USA
Direito, Direito, 86.26, 182.88, USA
Esquerdo, Esquerdo, 90.8, 195.58, USA
Direito, Direito, 86.71, 182.88, USA
Direito, Direito, 81.72, 187.96, D.R.
Direito, Direito, 86.26, 187.96, USA
Esquerdo, Esquerdo, 77.18, 185.42, USA
Direito, Direito, 88.53, 185.42, CAN
Esquerdo, Esquerdo, 85.35, 182.88, USA
Direito, Direito, 70.37, 187.96, Venezuela
Direito, Esquerdo, 86.26, 193.04, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Esquerdo, 79.45, 175.26, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 93.07, 190.5, USA
Esquerdo, Esquerdo, 77.18, 180.34, USA
Direito, Esquerdo, 74.91, 182.88, USA
Direito, None, 70.37, 177.8, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Esquerdo, 77.18, 175.26, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Esquerdo, 86.26, 182.88, USA
Direito, Direito, 81.72, 182.88, Cuba
Direito, Direito, 88.53, 185.42, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 99.88, 190.5, USA
Esquerdo, Direito, 86.26, 182.88, USA
Direito, Direito, 93.07, 193.04, USA
Direito, Direito, 95.34, 187.96, USA
Direito, Direito, 79.0, 182.88, USA
Esquerdo, Esquerdo, 79.45, 185.42, USA
Direito, Esquerdo, 93.07, 182.88, USA
Direito, Direito, 68.1, 175.26, P.R.
Direito, Direito, 83.99, 180.34, P.R.
Esquerdo, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 88.53, 180.34, USA
Direito, Direito, 81.72, 177.8, USA
Esquerdo, None, 90.8, 182.88, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 82.17, 185.42, USA
Esquerdo, None, 77.18, 182.88, USA
Esquerdo, Esquerdo, 77.18, 177.8, D.R.
Esquerdo, Direito, 79.45, 177.8, USA
Direito, Direito, 72.64, 182.88, Mexico
Direito, Esquerdo, 88.53, 187.96, USA
Esquerdo, Esquerdo, 86.26, 190.5, USA
Esquerdo, Esquerdo, 90.8, 187.96, USA
Direito, Direito, 99.88, 193.04, CAN
Direito, Direito, 90.8, 193.04, USA
Esquerdo, Esquerdo, 80.81, 187.96, USA
Direito, Direito, 83.99, 185.42, USA
Direito, None, 88.53, 190.5, USA
Direito, Direito, 83.99, 182.88, Venezuela
Direito, Direito, 93.07, 185.42, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 95.34, 195.58, USA
Direito, Direito, 90.8, 190.5, Netherlands
Esquerdo, Esquerdo, 81.72, 187.96, USA
Esquerdo, Esquerdo, 81.72, 187.96, USA
Direito, Esquerdo, 72.64, 175.26, USA
Direito, Direito, 93.07, 187.96, USA
Esquerdo, Direito, 83.99, 180.34, USA
Direito, None, 74.91, 182.88, USA
Direito, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 79.45, 187.96, D.R.
Esquerdo, Direito, 86.26, 193.04, USA
Direito, None, 95.34, 193.04, USA
Direito, Direito, 83.08, 182.88, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 77.18, 175.26, USA
Esquerdo, Direito, 86.26, 187.96, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 88.53, 185.42, USA
Direito, Direito, 83.99, 190.5, USA
Direito, Direito, 86.26, 187.96, USA
Direito, Direito, 90.8, 190.5, USA
Direito, Esquerdo, 79.45, 187.96, USA
Direito, Direito, 97.61, 200.66, USA
Esquerdo, Esquerdo, 93.07, 187.96, USA
Direito, Direito, 74.91, 182.88, D.R.
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 90.8, 182.88, USA
Direito, Direito, 82.63, 177.8, USA
Direito, Direito, 99.88, 195.58, USA
Direito, Direito, 95.34, 195.58, USA
Direito, Direito, 74.46, 175.26, USA
Direito, Direito, 81.72, 187.96, USA
Esquerdo, Esquerdo, 74.91, 177.8, USA
Esquerdo, Esquerdo, 74.91, 177.8, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Esquerdo, 80.81, 187.96, USA
Direito, Direito, 90.8, 190.5, USA
Direito, Direito, 86.26, 187.96, USA
Direito, Direito, 81.72, 190.5, USA
Esquerdo, Esquerdo, 79.45, 185.42, USA
Esquerdo, Esquerdo, 81.72, 187.96, USA
Direito, Direito, 88.53, 187.96, USA
Direito, Direito, 104.42, 198.12, USA
Direito, Esquerdo, 88.53, 185.42, USA
Direito, Esquerdo, 79.45, 182.88, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Esquerdo, 86.26, 193.04, USA
Direito, Direito, 86.26, 182.88, USA
Direito, Direito, 81.72, 185.42, USA
Direito, Direito, 71.73, 177.8, P.R.
Direito, Esquerdo, 81.72, 190.5, USA
Direito, Direito, 79.45, 182.88, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 88.53, 185.42, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 88.53, 190.5, USA
Esquerdo, Direito, 77.18, 180.34, USA
Direito, None, 97.61, 195.58, Panama
Direito, Direito, 86.26, 182.88, USA
Esquerdo, Esquerdo, 84.44, 182.88, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Direito, 88.53, 193.04, USA
Direito, Direito, 74.91, 182.88, P.R.
Direito, Direito, 97.61, 195.58, USA
Direito, Direito, 97.61, 198.12, USA
Direito, Esquerdo, 86.26, 182.88, USA
Direito, Direito, 83.99, 180.34, USA
Direito, Direito, 99.88, 185.42, USA
Direito, Direito, 111.23, 200.66, USA
Esquerdo, None, 84.44, 185.42, USA
Direito, Direito, 88.53, 185.42, USA
Direito, Direito, 72.64, 182.88, USA
Direito, Direito, 84.9, 185.42, USA
Direito, Direito, 81.27, 182.88, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 81.72, 193.04, USA
Direito, Direito, 97.61, 193.04, USA
Direito, Direito, 97.61, 190.5, USA
Esquerdo, None, 77.18, 193.04, P.R.
Esquerdo, Esquerdo, 86.26, 185.42, USA
Esquerdo, Direito, 88.53, 190.5, USA
Direito, Esquerdo, 85.35, 180.34, USA
Direito, Direito, 85.35, 190.5, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 86.26, 182.88, USA
Esquerdo, Esquerdo, 77.18, 182.88, P.R.
Direito, Direito, 83.99, 190.5, USA
Direito, Direito, 89.44, 187.96, USA
Direito, Direito, 90.8, 190.5, USA
Esquerdo, Esquerdo, 93.07, 190.5, USA
Esquerdo, Esquerdo, 86.71, 182.88, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 70.37, 177.8, USA
Direito, Direito, 90.8, 193.04, USA
Direito, None, 83.99, 187.96, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Esquerdo, 81.72, 177.8, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Direito, 79.45, 185.42, USA
Esquerdo, Esquerdo, 79.45, 190.5, USA
Esquerdo, Direito, 90.8, 187.96, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 83.99, 180.34, USA
Direito, None, 70.37, 177.8, P.R.
Direito, Direito, 79.45, 177.8, USA
Esquerdo, Esquerdo, 77.18, 187.96, USA
Esquerdo, Esquerdo, 77.18, 177.8, USA
Direito, Direito, 86.26, 185.42, USA
Esquerdo, Esquerdo, 90.8, 190.5, USA
Direito, Direito, 74.91, 172.72, USA
Direito, Direito, 88.53, 198.12, USA
Direito, Direito, 74.91, 182.88, USA
Direito, Direito, 83.99, 182.88, USA
Direito, Direito, 70.37, 172.72, Venezuela
Direito, Direito, 90.8, 182.88, USA
Esquerdo, Esquerdo, 77.18, 180.34, USA
Direito, Direito, 90.8, 187.96, USA
Direito, Direito, 95.34, 187.96, USA
Esquerdo, Esquerdo, 93.07, 195.58, USA
Esquerdo, Esquerdo, 88.53, 190.5, USA
Esquerdo, Esquerdo, 79.45, 182.88, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Esquerdo, 88.53, 185.42, USA
Esquerdo, Esquerdo, 99.88, 195.58, USA
Esquerdo, Esquerdo, 88.53, 187.96, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 90.8, 195.58, USA
Direito, None, 76.73, 177.8, USA
Direito, Direito, 95.34, 185.42, USA
Direito, Direito, 82.63, 182.88, USA
Direito, Direito, 81.72, 180.34, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 93.07, 190.5, USA
Direito, None, 77.18, 187.96, USA
Direito, Direito, 76.27, 180.34, USA
Esquerdo, Esquerdo, 86.26, 180.34, USA
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Esquerdo, 88.53, 185.42, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Direito, 83.99, 190.5, USA
Direito, Direito, 81.72, 182.88, USA
Direito, Direito, 77.18, 177.8, USA
Direito, None, 72.64, 182.88, USA
Direito, Direito, 80.81, 193.04, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 72.64, 180.34, Panama
Esquerdo, Esquerdo, 93.07, 190.5, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Esquerdo, 72.64, 180.34, USA
Esquerdo, Esquerdo, 83.99, 187.96, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 88.98, 193.04, USA
Direito, Direito, 81.72, 177.8, USA
Direito, Direito, 79.45, 193.04, USA
Direito, Direito, 95.34, 198.12, USA
Direito, Direito, 93.07, 190.5, USA
Direito, Direito, 95.34, 187.96, USA
Direito, Direito, 93.07, 198.12, USA
Esquerdo, Esquerdo, 93.07, 187.96, USA
Esquerdo, Esquerdo, 79.45, 180.34, USA
Esquerdo, Esquerdo, 86.26, 182.88, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Esquerdo, 87.62, 182.88, USA
Direito, Direito, 90.8, 187.96, USA
Direito, None, 83.99, 180.34, USA
Esquerdo, None, 79.45, 177.8, USA
Direito, Direito, 74.91, 180.34, USA
Direito, Direito, 84.9, 180.34, USA
Direito, Direito, 86.26, 180.34, P.R.
Direito, Direito, 83.99, 177.8, USA
Esquerdo, Esquerdo, 72.64, 187.96, Panama
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 68.1, 180.34, P.R.
Direito, Direito, 81.72, 180.34, USA
Esquerdo, Direito, 83.99, 182.88, USA
Direito, Direito, 93.07, 190.5, USA
Esquerdo, Esquerdo, 79.45, 182.88, USA
Direito, Esquerdo, 74.91, 180.34, USA
Direito, Direito, 100.79, 203.2, USA
Esquerdo, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 83.99, 190.5, USA
Direito, None, 86.26, 193.04, USA
Esquerdo, Esquerdo, 95.34, 182.88, USA
Direito, Direito, 72.64, 177.8, USA
Esquerdo, Esquerdo, 74.91, 187.96, USA
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 76.27, 172.72, USA
Esquerdo, Esquerdo, 95.34, 190.5, USA
Direito, Esquerdo, 74.91, 175.26, USA
Direito, Direito, 86.26, 180.34, USA
Direito, Esquerdo, 68.1, 172.72, USA
Direito, None, 72.64, 182.88, USA
Direito, Direito, 82.63, 172.72, Mexico
Direito, Direito, 90.8, 190.5, USA
Direito, Direito, 76.27, 177.8, USA
Direito, Direito, 88.53, 190.5, USA
Esquerdo, Esquerdo, 83.99, 182.88, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 90.8, 190.5, USA
Direito, None, 79.45, 177.8, P.R.
Direito, Direito, 70.37, 182.88, D.R.
Direito, Esquerdo, 90.8, 182.88, USA
Direito, Esquerdo, 83.99, 187.96, USA
Direito, Direito, 81.72, 185.42, USA
Direito, None, 83.99, 182.88, USA
Direito, Esquerdo, 77.18, 177.8, Mexico
Direito, Direito, 81.72, 190.5, USA
Direito, Direito, 93.07, 193.04, USA
Direito, Direito, 95.34, 193.04, USA
Direito, Esquerdo, 74.91, 177.8, USA
Esquerdo, Esquerdo, 97.61, 195.58, USA
Direito, Direito, 88.53, 190.5, USA
Direito, Direito, 90.8, 185.42, USA
Direito, Direito, 83.99, 187.96, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 85.35, 185.42, USA
Direito, Direito, 82.63, 177.8, USA
Direito, Direito, 79.45, 190.5, USA
Direito, Direito, 74.91, 175.26, Japan
Direito, Direito, 90.8, 187.96, USA
Esquerdo, Direito, 75.82, 185.42, USA
Esquerdo, Esquerdo, 70.37, 185.42, Germany
Direito, None, 83.99, 185.42, USA
Direito, Direito, 97.61, 195.58, USA
Esquerdo, Esquerdo, 83.99, 190.5, USA
Esquerdo, Esquerdo, 83.99, 190.5, USA
Direito, Direito, 74.91, 177.8, Venezuela
Esquerdo, Esquerdo, 81.72, 182.88, USA
Direito, Direito, 86.26, 193.04, USA
Direito, Direito, 74.91, 177.8, Mexico
Direito, Direito, 97.61, 190.5, USA
Esquerdo, Direito, 88.53, 190.5, USA
Direito, Direito, 86.26, 190.5, USA
Direito, Direito, 72.64, 180.34, Mexico
Direito, Direito, 90.8, 193.04, USA
Direito, Direito, 81.72, 187.96, USA
Direito, Direito, 97.61, 190.5, USA
Direito, Esquerdo, 83.99, 187.96, USA
Direito, Direito, 90.8, 193.04, USA
Esquerdo, Direito, 79.45, 185.42, USA
Direito, Direito, 90.8, 193.04, USA
Direito, Direito, 79.45, 185.42, USA
Direito, Direito, 95.34, 193.04, USA
Direito, Direito, 77.18, 180.34, USA
Esquerdo, Esquerdo, 81.72, 190.5, USA
Esquerdo, Esquerdo, 90.8, 177.8, USA
Direito, Direito, 77.18, 182.88, USA
Direito, Direito, 90.8, 193.04, USA
Direito, Direito, 75.82, 172.72, USA
Direito, None, 74.91, 180.34, USA
Esquerdo, Esquerdo, 79.45, 180.34, USA
Direito, Direito, 86.26, 185.42, USA
Direito, Direito, 83.99, 187.96, USA
Esquerdo, Direito, 85.81, 190.5, USA
Direito, Direito, 82.17, 180.34, USA
Direito, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 79.45, 180.34, USA
Direito, Direito, 86.26, 182.88, USA
Esquerdo, Direito, 79.45, 185.42, USA
Esquerdo, Esquerdo, 77.18, 182.88, USA
Direito, Direito, 72.64, 177.8, USA
Esquerdo, Esquerdo, 81.72, 180.34, Venezuela
Direito, None, 93.07, 190.5, USA
Esquerdo, Esquerdo, 86.26, 180.34, USA
Direito, Direito, 83.99, 172.72, USA
Direito, Direito, 83.99, 185.42, USA
Direito, Direito, 86.26, 187.96, Mexico
Esquerdo, Esquerdo, 77.18, 172.72, USA
Direito, Direito, 71.73, 165.1, USA
Direito, Direito, 97.61, 190.5, USA
Direito, Direito, 79.45, 180.34, USA
Esquerdo, Esquerdo, 81.72, 193.04, USA
Esquerdo, Esquerdo, 86.26, 182.88, USA
Direito, Direito, 79.9, 175.26, USA
Direito, Direito, 86.26, 180.34, USA
Direito, Direito, 99.88, 195.58, USA
Esquerdo, Esquerdo, 81.72, 187.96, USA
Esquerdo, Esquerdo, 79.45, 187.96, USA
Direito, Direito, 106.69, 195.58, USA
Direito, Esquerdo, 77.18, 172.72, USA
Direito, Direito, 102.15, 195.58, USA
Esquerdo, Esquerdo, 81.72, 185.42, USA
Direito, Direito, 79.45, 190.5, USA
Esquerdo, Esquerdo, 79.45, 190.5, USA
